ringnr;recapture;capture_method;Sex;Age;age_nestling;day;month;year;time_hour;time_min;time_ringing;location;broodID;xCoord;yCoord;Wing;method_wing;P1;P8;Tarsus;tail;weight;Fat;Muscle;Bill_length;Bill_width;Bill_height;ringer;ring_owner;owner;salivary_swap;sex_genetics
N   566737;recapture;nestbox;0;1;11.5;25;7;2016;15;NA;;Nestling in Furka1;Furka1_16;675332;158853;39;direct;NA;14;21.3;NA;32.1;NA;NA;NA;NA;NA;CP;;Swiss Ornithological Institute;;NA
N   566737;recapture;nestbox;0;1;13.5;27;7;2016;12;NA;;Nestling in Furka1;Furka1_16;675332;158853;51;direct;NA;25.5;22.9;NA;36;NA;NA;NA;NA;NA;CP;;Swiss Ornithological Institute;;NA
N   566737;recapture;nestbox;0;1;15.5;29;7;2016;11;NA;;Nestling in Furka1;Furka1_16;675332;158853;62.5;direct;NA;36.5;23.9;NA;37;NA;NA;NA;NA;NA;AS;;Swiss Ornithological Institute;;NA
N   566737;recapture;mistnet;1;4;NA;12;1;2018;9;NA;;Tiefenbach;;678389;160693;126;;NA;96;24.1;NA;46;2;2;10.8;NA;NA;FK;;Swiss Ornithological Institute;no;NA
N   566738;recapture;mistnet;1;4;NA;12;1;2018;9;NA;;Tiefenbach;;678389;160693;128;;NA;99;23.1;NA;44;3;2;10.2;NA;NA;FK;;Swiss Ornithological Institute;yes;m
N   566738;recapture;mistnet;1;4;NA;12;1;2018;9;NA;;Tiefenbach;;678389;160693;128;;NA;99;23.1;NA;44;3;2;10.2;NA;NA;FK;;Swiss Ornithological Institute;yes;m
N   566738;first capture;nestbox;1;5;NA;29;7;2016;9;NA;;Furka 1;Furka1_16;675332;158853;125;;NA;98.5;24.5;NA;37;1;1;NA;NA;NA;CP;;Swiss Ornithological Institute;yes;m
N   566738;first capture;nestbox;1;5;NA;29;7;2016;9;NA;;Furka 1;Furka1_16;675332;158853;125;;NA;98.5;24.5;NA;37;1;1;NA;NA;NA;CP;;Swiss Ornithological Institute;yes;m
N   566751;first capture;mistnet;0;4;NA;13;1;2018;8;NA;;Tiefenbach;;678389;160693;121;;NA;91.5;23.5;NA;37.5;2;2;10.1;NA;NA;FK;;Swiss Ornithological Institute;no;NA
N   566751;recapture;whoosh net;1;4;NA;2;2;2022;11;5;;Tiefenbach;;678372;160693;120;;NA;95;20.7;NA;42;4;2;11.2;7.7;7.7;NN;;SOI;no;NA
N   566751;recapture;white mistnet;0;4;NA;7;2;2021;15;21;;Tiefenbach;;678403;160664;NA;;NA;NA;NA;NA;42.5;4;2;NA;NA;NA;CS;SD;SOI;no;NA
N   566752;first capture;mistnet;0;4;NA;13;1;2018;8;NA;;Tiefenbach;;678389;160693;123;;NA;94.5;23.2;NA;41.5;2;2;11.5;NA;NA;FK;;Swiss Ornithological Institute;no;NA
N   566753;recapture;white mistnet;1;2;NA;20;12;2020;7;50;;Tiefenbach;;678403;160664;124.5;;NA;99;23.3;NA;45.5;4;3;11.3;NA;NA;IZ;IZ;SOI;no;NA
N   566753;first capture;mistnet;2;4;NA;13;1;2018;8;NA;;Tiefenbach;;678389;160693;126;;NA;95;23.7;NA;38.5;1;2;10.6;NA;NA;FK;;Swiss Ornithological Institute;no;NA
N   566753;recapture;whoosh net;1;6;NA;24;4;2022;10;10;;Tiefenbach;;678393;160669;NA;;NA;NA;NA;NA;36;2;2;NA;NA;NA;SD;;SOI;no;NA
N   566754;first capture;mistnet;1;4;NA;13;1;2018;8;NA;;Tiefenbach;;678389;160693;123;;NA;93;22.5;NA;40;2;1;10.9;NA;NA;FK;;Swiss Ornithological Institute;no;NA
N   566755;first capture;mistnet;2;6;NA;31;1;2018;16;NA;;Alp Flix, Forscherhaus;;769860;154099;125;;NA;95.5;23.9;NA;NA;2;1;12;NA;NA;RR;;Swiss Ornithological Institute;yes;m
N   566756;first capture;mistnet;2;4;NA;1;2;2018;9;NA;;Alp Flix, Forscherhaus;;769860;154099;122;;NA;93;26;NA;30;0;1;10.4;NA;NA;SH;;Swiss Ornithological Institute;yes;m
N   566757;first capture;mistnet;0;4;NA;1;2;2018;10;NA;;Alp Flix, Forscherhaus;;769860;154099;123.5;;NA;97;23;NA;41.5;3;2;9.8;NA;NA;CS;;Swiss Ornithological Institute;yes;m
N   566758;first capture;mistnet;0;4;NA;1;2;2018;10;NA;;Alp Flix, Forscherhaus;;769860;154099;128;;NA;97.5;25;NA;44.5;3;1;11.7;NA;NA;RR;;Swiss Ornithological Institute;yes;m
N   566759;first capture;mistnet;2;4;NA;1;2;2018;10;NA;;Alp Flix, Forscherhaus;;769860;154099;118.5;;NA;90.5;26.5;NA;40;4;2;11.5;NA;NA;RR;;Swiss Ornithological Institute;no;NA
N   566760;first capture;mistnet;0;4;NA;1;2;2018;10;NA;;Alp Flix, Forscherhaus;;769860;154099;125;;NA;98;23.4;NA;41.5;4;2;11.2;NA;NA;CS;;Swiss Ornithological Institute;yes;m
N   566761;first capture;mistnet;2;4;NA;1;2;2018;11;NA;;Alp Flix, Forscherhaus;;769860;154099;121;;NA;93;23.8;NA;42.5;4;2;10.9;NA;NA;CS;;Swiss Ornithological Institute;yes;f
N   566762;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;14:00;Tiefenbach;;678389;160693;128;;NA;110;23.7;NA;45;4;2;11.5;NA;NA;CS;;SOI;yes;m
N   566763;recapture;mistnet;;4;NA;12;2;2019;10;NA;;Tiefenbach;;678395;160665;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;CS;;SOI;;m
N   566763;recapture;mistnet;0;4;NA;10;3;2019;14;NA;;Tiefenbach;;678395;160665;125;;NA;98;22.7;NA;39;2;2;NA;NA;NA;CS;;SOI;no;m
N   566764;first capture;whoosh nets;1?;4;NA;7;3;2018;13;NA;14:00;Tiefenbach;;678389;160693;125;;NA;97.5;22.8;NA;44;4;2;10;NA;NA;CS;;SOI;yes;NA
N   566765;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;14:10;Tiefenbach;;678389;160693;126;;NA;95.5;23.5;NA;45;3;3;11.5;NA;NA;CS;;SOI;yes;m
N   566765;recapture;white mistnet;0;4;NA;7;2;2021;13;42;;Tiefenbach;;678403;160664;NA;;NA;NA;NA;NA;47;4;2;NA;NA;NA;CN;SD;SOI;;m
N   566765;recapture;whoosh net;1;4;NA;8;4;2021;9;50;;Tiefenbach;;678403;160664;127;;NA;98;23.1;NA;36.5;1;2;11.1;7;7.7;SD;SD;SOI;no;m
N   566766;recapture;white mistnet;1;2;NA;20;12;2020;7;50;;Tiefenbach;;678403;160664;126;;NA;99;23.8;NA;55;4;2;11.5;NA;NA;IZ;IZ;SOI;no;NA
N   566766;first capture;whoosh nets;1;4;NA;7;3;2018;13;NA;14:10;Tiefenbach;;678389;160693;129;;NA;100;23.5;NA;45.5;4;2;11;NA;NA;CS;;SOI;no;NA
N   566767;first capture;whoosh nets;2?;4;NA;7;3;2018;13;NA;14:20;Tiefenbach;;678389;160693;115;;NA;84;23;NA;41;3;3;10.3;NA;NA;FK;;SOI;yes;f
N   566768;first capture;whoosh nets;2?;4;NA;7;3;2018;13;NA;14:20;Tiefenbach;;678389;160693;118;;NA;91.5;23.1;NA;42;4;3;11;NA;NA;CS;;SOI;yes;f
N   566769;recapture;mistnet;0;4;NA;10;3;2019;12;NA;;Tiefenbach;;678395;160665;125;;NA;98;24;NA;45;2;2;NA;NA;NA;CS;;SOI;yes;m
N   566769;recapture;mistnet;0;4;NA;10;3;2019;12;NA;;Tiefenbach;;678395;160665;125;;NA;98;24;NA;45;2;2;NA;NA;NA;CS;;SOI;yes;M
N   566769;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;14:30;Tiefenbach;;678389;160693;125.5;;NA;95.5;24.2;NA;46;3;2;11;NA;NA;FK;;SOI;yes;m
N   566769;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;14:30;Tiefenbach;;678389;160693;125.5;;NA;95.5;24.2;NA;46;3;2;11;NA;NA;FK;;SOI;yes;M
N   566770;first capture;whoosh nets;1;4;NA;7;3;2018;13;NA;14:30;Tiefenbach;;678389;160693;123;;NA;97;23.1;NA;43.5;4;3;11.3;NA;NA;CS;;SOI;yes;m
N   566771;first capture;whoosh nets;1;4;NA;7;3;2018;13;NA;14:40;Tiefenbach;;678389;160693;125;;NA;95;24.1;NA;46;2;2;10.4;NA;NA;FK;;SOI;yes;m
N   566772;recapture;mistnet;0;4;NA;10;3;2019;13;NA;;Tiefenbach;;678395;160665;125;;NA;96;23.1;NA;40.5;2;2;NA;NA;NA;CS;;SOI;no;m
N   566772;first capture;whoosh nets;2?;4;NA;7;3;2018;13;NA;14:40;Tiefenbach;;678389;160693;122;;NA;95;23;NA;43;4;2;11;NA;NA;CS;;SOI;yes;m
N   566773;first capture;whoosh nets;1;4;NA;7;3;2018;13;NA;14:50;Tiefenbach;;678389;160693;127;;NA;99.5;23.6;NA;46.5;3;1;10.2;NA;NA;FK;;SOI;yes;m
N   566774;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;14:50;Tiefenbach;;678389;160693;119;;NA;92.5;22.5;NA;40;4;2;11.1;NA;NA;CS;;SOI;yes;f
N   566775;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;15:00;Tiefenbach;;678389;160693;128;;NA;97.5;23.7;NA;47;3;2;11.3;NA;NA;FK;;SOI;yes;m
N   566776;recapture;mistnet;;4;NA;12;2;2019;16;NA;;Tiefenbach;;678389;160693;120;;NA;87;21.8;NA;37;3;2;11.6;NA;NA;Malte Hoffmann;;SOI;;f
N   566776;first capture;whoosh nets;2;4;NA;7;3;2018;13;NA;15:00;Tiefenbach;;678389;160693;120;;NA;93;22.3;NA;37;4;3;11.2;NA;NA;CS;;SOI;yes;f
N   566777;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;15:10;Tiefenbach;;678389;160693;123;;NA;96;22.5;NA;41;3;2;10.1;NA;NA;FK;;SOI;yes;m
N   566778;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;15:10;Tiefenbach;;678389;160693;118;;NA;92;23.1;NA;39;3;2;11;NA;NA;CS;;SOI;no;NA
N   566779;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;15:20;Tiefenbach;;678389;160693;128;;NA;99;23.2;NA;43;3;2;10.6;NA;NA;FK;;SOI;yes;m
N   566779;recapture;white mistnet;;2;NA;20;12;2020;9;25;;Tiefenbach;;678403;160664;NA;;NA;NA;NA;NA;43.5;4;2;NA;NA;NA;IZ;IZ;SOI;no;m
N   566780;first capture;whoosh nets;1;4;NA;7;3;2018;13;NA;15:30;Tiefenbach;;678389;160693;125;;NA;98.5;22.6;NA;43.5;3;2;11;NA;NA;CS;;SOI;yes;m
N   566781;first capture;whoosh nets;1?;4;NA;7;3;2018;13;NA;15:30;Tiefenbach;;678389;160693;123;;NA;94.5;23.4;NA;39.5;2;2;10.2;NA;NA;FK;;SOI;yes;m
N   566782;first capture;whoosh nets;2?;4;NA;7;3;2018;13;NA;15:40;Tiefenbach;;678389;160693;118;;NA;92;22.1;NA;40;3;2;10.7;NA;NA;CS;;SOI;yes;f
N   566783;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;15:40;Tiefenbach;;678389;160693;125.5;;NA;96;23.3;NA;42;3;2;9.9;NA;NA;FK;;SOI;yes;m
N   566784;first capture;whoosh nets;1;4;NA;7;3;2018;13;NA;15:50;Tiefenbach;;678389;160693;119;;NA;94;22.4;NA;40;4;3;10.7;NA;NA;CS;;SOI;no;NA
N   566785;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;15:50;Tiefenbach;;678389;160693;124;;NA;97;23.2;NA;42;3;2;10.9;NA;NA;FK;;SOI;yes;m
N   566785;recapture;whoosh net;1;4;NA;8;4;2021;9;50;;Tiefenbach;;678403;160664;124;;NA;97;22.7;NA;36;1;2;11.4;7.5;7.5;SD;SD;SOI;no;m
N   566786;first capture;whoosh nets;1;4;NA;7;3;2018;13;NA;15:50;Tiefenbach;;678389;160693;131;;NA;103.5;22.8;NA;45;4;2;11.5;NA;NA;CS;;SOI;yes;m
N   566787;first capture;whoosh nets;0;4;NA;7;3;2018;13;NA;15:50;Tiefenbach;;678389;160693;125;;NA;96;24;NA;43.5;4;3;11;NA;NA;FK;;SOI;yes;m
N   566788;first capture;nestbox;;1;7;24;6;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;18.8;NA;NA;NA;NA;NA;;;SOI;;NA
N   566788;recapture;nestbox;;1;10;27;6;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;29.2;NA;NA;NA;NA;NA;;;SOI;;NA
N   566788;recapture;nestbox;;1;14;1;7;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;37.7;NA;NA;NA;NA;NA;;;SOI;;NA
N   566788;recapture;nestbox;;1;17;4;7;2019;12;NA;12:00;Furkapass;Furka15_19;675290;158830;81;;NA;NA;23.5;NA;42;NA;NA;NA;NA;NA;;;SOI;;NA
N   566789;recapture;nestbox;;1;10;27;6;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;31.6;NA;NA;NA;NA;NA;;;SOI;;M
N   566789;recapture;nestbox;;1;21;8;7;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;96;;NA;NA;24.9;NA;41;NA;NA;NA;NA;NA;;;SOI;yes;M
N   566789;recapture;nestbox;;1;17;4;7;2019;12;NA;12:08;Furkapass;Furka15_19;675290;158830;82;;NA;NA;24;NA;45;NA;NA;NA;NA;NA;;;SOI;;M
N   566789;recapture;nestbox;;1;14;1;7;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;41.4;NA;NA;NA;NA;NA;;;SOI;;M
N   566789;first capture;nestbox;;1;7;24;6;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;20.2;NA;NA;NA;NA;NA;;;SOI;;M
N   566790;recapture;nestbox;;1;14;1;7;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;35.8;NA;NA;NA;NA;NA;;;SOI;;F
N   566790;recapture;nestbox;;1;17;4;7;2019;12;NA;12:16;Furkapass;Furka15_19;675290;158830;77.5;;NA;NA;23.7;NA;37;NA;NA;NA;NA;NA;;;SOI;;F
N   566790;first capture;nestbox;;1;7;24;6;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;18;NA;NA;NA;NA;NA;;;SOI;;F
N   566790;recapture;nestbox;;1;21;8;7;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;92;;NA;NA;24.3;NA;38;NA;NA;NA;NA;NA;;;SOI;yes;F
N   566790;recapture;nestbox;;1;10;27;6;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;27.1;NA;NA;NA;NA;NA;;;SOI;;F
N   566791;recapture;nestbox;;1;10;27;6;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;29.7;NA;NA;NA;NA;NA;;;SOI;;F
N   566791;recapture;nestbox;;1;21;8;7;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;93;;NA;NA;23.8;NA;39;NA;NA;NA;NA;NA;;;SOI;yes;F
N   566791;recapture;nestbox;;1;14;1;7;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;37.8;NA;NA;NA;NA;NA;;;SOI;;F
N   566791;recapture;nestbox;;1;17;4;7;2019;12;NA;12:24;Furkapass;Furka15_19;675290;158830;78;;NA;NA;23.8;NA;39.5;NA;NA;NA;NA;NA;;;SOI;;F
N   566791;first capture;nestbox;;1;7;24;6;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;19.2;NA;NA;NA;NA;NA;;;SOI;;F
N   566792;recapture;nestbox;;1;17;4;7;2019;12;NA;12:30;Furkapass;Furka15_19;675290;158830;79;;NA;NA;22.5;NA;39;NA;NA;NA;NA;NA;;;SOI;;F
N   566792;recapture;nestbox;;1;21;8;7;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;94;;NA;NA;23.5;NA;37.5;NA;NA;NA;NA;NA;;;SOI;yes;F
N   566792;recapture;nestbox;;1;10;27;6;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;30.8;NA;NA;NA;NA;NA;;;SOI;;F
N   566792;first capture;nestbox;;1;7;24;6;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;18.9;NA;NA;NA;NA;NA;;;SOI;;F
N   566792;recapture;nestbox;;1;14;1;7;2019;NA;NA;;Furkapass;Furka15_19;675290;158830;NA;;NA;NA;NA;NA;39.2;NA;NA;NA;NA;NA;;;SOI;;F
N   566793;recapture;nestbox;;1;11;1;7;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;34.7;NA;NA;NA;NA;NA;;;SOI;;M
N   566793;first capture;nestbox;;1;3;24;6;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;10.3;NA;NA;NA;NA;NA;;;SOI;;M
N   566793;recapture;nestbox;;1;21;11;7;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;98;;NA;NA;24;NA;42.5;NA;NA;NA;NA;NA;;;SOI;;M
N   566793;recapture;nestbox;;1;18;8;7;2019;12;NA;12:44;Furkapass;Furka5_19;675336;158821;86;;NA;NA;23.7;NA;44.5;NA;NA;NA;NA;NA;;;SOI;yes;M
N   566793;recapture;nestbox;;1;14;4;7;2019;12;NA;12:40;Furkapass;Furka5_19;675336;158821;66;;NA;NA;23.5;NA;40;NA;NA;NA;NA;NA;;;SOI;;M
N   566793;recapture;nestbox;;1;6;27;6;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;20.4;NA;NA;NA;NA;NA;;;SOI;;M
N   566794;recapture;nestbox;;1;11;1;7;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;32.4;NA;NA;NA;NA;NA;;;SOI;;F
N   566794;recapture;nestbox;;1;6;27;6;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;20.3;NA;NA;NA;NA;NA;;;SOI;;F
N   566794;recapture;nestbox;;1;14;4;7;2019;12;NA;12:30;Furkapass;Furka5_19;675336;158821;66;;NA;NA;23.9;NA;38;NA;NA;NA;NA;NA;;;SOI;;F
N   566794;first capture;nestbox;;1;3;24;6;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;10.1;NA;NA;NA;NA;NA;;;SOI;;F
N   566794;recapture;nestbox;;1;18;8;7;2019;12;NA;12:50;Furkapass;Furka5_19;675336;158821;86.5;;NA;NA;23;NA;40;NA;NA;NA;NA;NA;;;SOI;yes;F
N   566795;recapture;nestbox;;1;11;1;7;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;32.6;NA;NA;NA;NA;NA;;;SOI;;M
N   566795;recapture;nestbox;;1;6;27;6;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;19.2;NA;NA;NA;NA;NA;;;SOI;;M
N   566795;recapture;nestbox;;1;21;11;7;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;95;;NA;NA;23.3;NA;39;NA;NA;NA;NA;NA;;;SOI;;M
N   566795;recapture;nestbox;;1;18;8;7;2019;12;NA;12:38;Furkapass;Furka5_19;675336;158821;85;;NA;NA;23.1;NA;42;NA;NA;NA;NA;NA;;;SOI;;M
N   566795;recapture;nestbox;;1;14;4;7;2019;13;NA;13:00;Furkapass;Furka5_19;675336;158821;68;;NA;NA;23.5;NA;36;NA;NA;NA;NA;NA;;;SOI;yes;M
N   566795;first capture;nestbox;;1;3;24;6;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;8.5;NA;NA;NA;NA;NA;;;SOI;;M
N   566796;recapture;nestbox;;1;6;27;6;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;17.3;NA;NA;NA;NA;NA;;;SOI;;F
N   566796;first capture;nestbox;;1;3;24;6;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;7.6;NA;NA;NA;NA;NA;;;SOI;;F
N   566796;recapture;nestbox;;1;18;8;7;2019;12;NA;12:55;Furkapass;Furka5_19;675336;158821;83.5;;NA;NA;24.2;NA;41.5;NA;NA;NA;NA;NA;;;SOI;;F
N   566796;recapture;nestbox;;1;11;1;7;2019;NA;NA;;Furkapass;Furka5_19;675336;158821;NA;;NA;NA;NA;NA;32.3;NA;NA;NA;NA;NA;;;SOI;;F
N   566796;recapture;nestbox;;1;14;4;7;2019;12;NA;12:50;Furkapass;Furka5_19;675336;158821;64;;NA;NA;23.6;NA;37;NA;NA;NA;NA;NA;;;SOI;yes;F
N   566797;first capture;mistnet;2;4;NA;18;1;2020;10;NA;10:00;Distelboden;;664267;180276;122.5;;NA;98.5;26.1;NA;47;4;2;10.8;7.2;7;SD;SD;SOI;yes;M
N   566797;recapture;white mistnet;1;4;NA;23;1;2021;11;48;;Distelboden;;664264;180276;121.5;;NA;NA;NA;NA;47;4;2;NA;NA;NA;IZ;IZ;SOI;no;M
N   566798;first capture;mistnet;0;4;NA;18;1;2020;10;NA;10:05;Distelboden;;664267;180276;114;;NA;89;26.8;NA;43;4;2;11.4;7.6;7.2;SD;SD;SOI;yes;F
N   566799;first capture;mistnet;0;4;NA;18;1;2020;10;NA;10:10;Distelboden;;664267;180276;122;;NA;98;23;NA;40.5;4;2;11.4;7.7;7.4;SD;SD;SOI;yes;M
N   566800;first capture;mistnet;0;4;NA;18;1;2020;10;NA;10:15;Distelboden;;664267;180276;126;;NA;99.5;22.2;NA;42.5;4;2;11.4;7.8;8;FK;SD;SOI;yes;M
N   566800;recapture;white mistnet;0;4;NA;23;1;2021;11;3;;Distelboden;;664264;180276;NA;;NA;NA;NA;NA;43;3;2;NA;NA;NA;IZ;IZ;SOI;no;M
N   566801;first capture;white mistnet;0;4;NA;11;2;2022;10;8;;Distelboden;;664263;180273;126;;NA;98;24;NA;45;3;2;11;7.8;8;SD;SD;SOI;yes;M
N   566802;first capture;white mistnet;0;4;NA;11;2;2022;10;20;;Distelboden;;664263;180273;115;;NA;87;23.5;NA;41;NA;NA;11.5;7.9;7.9;SD;SD;SOI;yes;F
N   566803;first capture;white mistnet;0;4;NA;11;2;2022;11;19;;Distelboden;;664263;180273;121;;NA;94.5;23.2;NA;45;4;2;11.3;7.7;8.1;SD;SD;SOI;yes;M
N   566804;first capture;white mistnet;1;4;NA;11;2;2022;11;30;;Distelboden;;664263;180273;125;;NA;99.5;22.6;NA;44;5;2;11.3;7.5;8;SD;SD;SOI;yes;M
N   566805;first capture;white mistnet;0;4;NA;11;2;2022;11;44;;Distelboden;;664263;180273;124;;NA;97.5;23.7;NA;41.5;4;2;11.2;7.1;7.7;SD;SD;SOI;yes;F
N   566807;first capture;white mistnet;0;4;NA;11;2;2022;12;20;;Distelboden;;664263;180273;115;;NA;91;25.2;NA;40.5;5;2;11.9;7.5;8.8;AB;SD;SOI;yes;F
N   566808;first capture;white mistnet;0;4;NA;11;2;2022;12;52;;Distelboden;;664263;180273;121;;NA;95.5;23;NA;43.5;5;2;10.5;7.5;8;SD;SD;SOI;yes;M
N   566809;first capture;white mistnet;0;4;NA;11;2;2022;14;12;;Distelboden;;664263;180273;115.5;;NA;90.5;22.6;NA;40.5;5;2;11.7;7.3;7.3;SD;SD;SOI;yes;F
N   566810;first capture;white mistnet;1;6;NA;15;2;2022;8;47;;Corviglia;;782760;153473;125;;NA;95.5;23.7;NA;39.5;2;2;11.7;7.7;7.7;SD;SD;SOI;yes;M
N   566811;first capture;white mistnet;1;6;NA;15;2;2022;8;47;;Corviglia;;782760;153473;127;;NA;100.5;23.5;NA;42;4;2;10.7;7.5;7.8;JLB;SD;SOI;yes;M
N   566812;first capture;white mistnet;0;4;NA;15;2;2022;9;20;;Corviglia;;782760;153473;117.5;;NA;93.5;21.6;NA;40.5;4;2;12.2;7.5;8.2;JLB;SD;SOI;yes;F
N   566813;first capture;white mistnet;0;4;NA;15;2;2022;9;22;;Corviglia;;782760;153473;121;;NA;96.5;23.4;NA;44;3;2;11.2;7.7;8.1;SD;SD;SOI;yes;M
N   566814;first capture;white mistnet;0;6;NA;15;2;2022;9;26;;Corviglia;;782760;153473;123;;NA;97.5;23.4;NA;NA;3;2;11.3;7.8;8;SD;SD;SOI;yes;M
N   566815;first capture;white mistnet;1;6;NA;15;2;2022;9;33;;Corviglia;;782760;153473;126;;NA;91;23.6;NA;44;4;2;11.7;7.3;7.9;SD;SD;SOI;yes;M
N   566816;first capture;white mistnet;0;4;NA;15;2;2022;9;37;;Corviglia;;782760;153473;120;;NA;93;23.4;NA;42;4;2;11.3;8;8.2;JLB;SD;SOI;no;NA
N   566817;first capture;white mistnet;0;4;NA;15;2;2022;9;39;;Corviglia;;782760;153473;120;;NA;94.5;23.2;NA;42;5;1;10.9;8;8.2;JLB;SD;SOI;yes;M
N   566818;first capture;white mistnet;0;5;NA;15;2;2022;9;39;;Corviglia;;782760;153473;117;;NA;92;23.2;NA;44;5;2;11;7.5;8;SD;SD;SOI;yes;F
N   566819;first capture;white mistnet;0;5;NA;15;2;2022;9;50;;Corviglia;;782760;153473;116;;NA;91.5;22.2;NA;40;4;2;11.1;8;8.1;JLB;SD;SOI;yes;F
N   566820;first capture;white mistnet;2;4;NA;15;2;2022;9;55;;Corviglia;;782760;153473;126;;NA;95.5;23.4;NA;42;4;2;11.3;7.7;8;JLB;SD;SOI;yes;M
N   566821;first capture;white mistnet;1;6;NA;15;2;2022;9;55;;Corviglia;;782760;153473;127.5;;NA;99.5;23.2;NA;42.5;3;2;12.2;7.9;7.7;SD;SD;SOI;yes;M
N   566822;first capture;white mistnet;0;5;NA;15;2;2022;9;59;;Corviglia;;782760;153473;121;;NA;95;23.2;NA;42;4;2;11.4;7.7;8.1;JLB;SD;SOI;yes;F
N   566823;first capture;white mistnet;1;6;NA;15;2;2022;10;6;;Corviglia;;782760;153473;126;;NA;100;23.8;NA;44;5;2;10.8;7.5;8.1;JLB;SD;SOI;yes;M
N   566824;first capture;white mistnet;2;6;NA;15;2;2022;12;0;;Corviglia;;782760;153473;120;;NA;94;22.2;NA;46;5;2;11;7.9;8.1;JLB;SD;SOI;yes;M
N   566825;first capture;white mistnet;0;6;NA;15;2;2022;12;3;;Corviglia;;782760;153473;123;;NA;97;23.2;NA;47;4;2;11.5;8.1;8.5;SD;SD;SOI;yes;M
N   566826;first capture;white mistnet;0;4;NA;15;2;2022;12;3;;Corviglia;;782760;153473;123.5;;NA;98;22;NA;46;6;2;11.5;7.7;7.9;JLB;SD;SOI;yes;M
N   566827;first capture;white mistnet;0;4;NA;15;2;2022;12;2;;Corviglia;;782760;153473;122;;NA;95.5;NA;NA;42;4;2;NA;NA;NA;SD;SD;SOI;no;NA
N   566828;first capture;white mistnet;0;5;NA;15;2;2022;12;2;;Corviglia;;782760;153473;120.5;;NA;94.5;23;NA;41.5;4;2;11.2;7.4;7.6;SD;SD;SOI;no;NA
N   566829;first capture;white mistnet;0;5;NA;15;2;2022;12;2;;Corviglia;;782760;153473;116;;NA;90.5;22.8;NA;42;5;2;10.8;7.4;7.7;JLB;SD;SOI;yes;F
