ringnr;recapture;capture_method;Sex;Age;age_nestling;day;month;year;time_hour;time_min;time_ringing;location;broodID;xCoord;yCoord;Wing;method_wing;P1;P8;Tarsus;tail;weight;Fat;Muscle;Bill_length;Bill_width;Bill_height;ringer;ring_owner;owner;salivary_swap;sex_genetics
5004358;first capture;Kescher at nest;2;4;NA;31;5;2020;14;0;;Grosser Glockner;Forscherhaus_NW_Mitte_20;NA;NA;116;;NA;90.5;22.8;NA;37;NA;NA;NA;NA;NA;John Parker;John Parker;Ringing scheme Austria;no;NA
5004359;first capture;Kescher at nest;2;4;NA;31;5;2020;16;0;;Grosser Glockner;FuschertSE_20;NA;NA;120;;NA;94;23.4;NA;42.5;NA;NA;NA;NA;NA;John Parker;John Parker;Ringing scheme Austria;no;NA
5004360;first capture;Kescher at nest;2;4;NA;1;6;2020;11;0;;Grosser Glockner;FuscherToerl_W_20;NA;NA;116;;NA;92;22.9;NA;39;NA;NA;12.4;8.3;9;John Parker;John Parker;Ringing scheme Austria;no;NA
5004361;first capture;Kescher at nest;2;4;NA;1;6;2020;16;0;;Grosser Glockner;EdelweisshuetteSW_20;NA;NA;116;;NA;92;22.3;NA;39.5;NA;NA;11.8;5.8;7;John Parker;John Parker;Ringing scheme Austria;no;NA
F34_N3;first capture;nestbox;0;1;2;7;6;2022;16;17;;Furkapass;Furka34_22a;675293;158837;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;SD;SD;SOI;no;NA
Fu1_1_17a;first capture;nestbox;;1;4.5;18;6;2017;15;NA;;Nestling in Furka 1;Furka1_1_17;675332;158853;14;direct;NA;NA;14.4;NA;15.4;NA;NA;NA;NA;NA;CP;;Swiss Ornithological Institute;;NA
Fu1_1_17b;first capture;nestbox;;1;4.5;18;6;2017;15;NA;;Nestling in Furka 1;Furka1_1_17;675332;158853;11;direct;NA;NA;14;NA;11.9;NA;NA;NA;NA;NA;CP;;Swiss Ornithological Institute;;NA
Fu1_1_17c;first capture;nestbox;;1;4.5;18;6;2017;15;NA;;Nestling in Furka 1;Furka1_1_17;675332;158853;11.4;direct;NA;NA;13.3;NA;10.5;NA;NA;NA;NA;NA;CP;;Swiss Ornithological Institute;;NA
Fu15_21a_1;first capture;nestbox;;1;1;22;6;2021;13;24;;Furkapass;Furka15_21a;675290;158830;NA;;NA;NA;NA;NA;3.9;NA;NA;NA;NA;NA;SD,CN,EP;;SOI;no;NA
Fu15_21a_1;recapture;nestbox;;1;4;25;6;2021;15;17;;Furkapass;Furka15_21a;675290;158830;NA;;NA;NA;NA;NA;7.2;NA;NA;NA;NA;NA;CN,EP;;SOI;no;NA
Fu15_21a_2;recapture;nestbox;;1;4;25;6;2021;15;13;;Furkapass;Furka15_21a;675290;158830;NA;;NA;NA;NA;NA;7;NA;NA;NA;NA;NA;CN,EP;;SOI;no;NA
Fu15_21a_2;first capture;nestbox;;1;1;22;6;2021;13;26;;Furkapass;Furka15_21a;675290;158830;NA;;NA;NA;NA;NA;3.5;NA;NA;NA;NA;NA;SD,CN,EP;;SOI;no;NA
Fu15_21a_3;first capture;nestbox;;1;1;22;6;2021;13;29;;Furkapass;Furka15_21a;675290;158830;NA;;NA;NA;NA;NA;3.3;NA;NA;NA;NA;NA;SD,CN,EP;;SOI;no;NA
Fu15_21a_3;recapture;nestbox;;1;4;25;6;2021;15;16;;Furkapass;Furka15_21a;675290;158830;NA;;NA;NA;NA;NA;5.4;NA;NA;NA;NA;NA;CN,EP;;SOI;no;NA
Fu15_21a_4;first capture;nestbox;;1;1;22;6;2021;13;31;;Furkapass;Furka15_21a;675290;158830;NA;;NA;NA;NA;NA;3.4;NA;NA;NA;NA;NA;SD,CN,EP;;SOI;no;NA
Fu15_21a_4;recapture;nestbox;;1;4;25;6;2021;15;20;;Furkapass;Furka15_21a;675290;158830;NA;;NA;NA;NA;NA;4.8;NA;NA;NA;NA;NA;CN,EP;;SOI;no;NA
Fu2_16_N1;recapture;nestbox;0;1;3.5;19;6;2016;11;NA;;Nestling in Furka 2;Furka2_16;675332;158853;NA;;NA;NA;NA;NA;8.7;NA;NA;NA;NA;NA;CP;;Swiss Ornithological Institute;;NA
Fu2_16_N1;recapture;nestbox;0;1;6.5;22;6;2016;9;NA;;Nestling in Furka 2;Furka2_16;675332;158853;NA;;NA;NA;NA;NA;21;NA;NA;NA;NA;NA;CP;;Swiss Ornithological Institute;;NA
Fu2_16_N2;recapture;nestbox;0;1;2.5;19;6;2016;11;NA;;Nestling in Furka 2;Furka2_16;675332;158853;NA;;NA;NA;NA;NA;4.6;NA;NA;NA;NA;NA;CP;;Swiss Ornithological Institute;;NA
G   281108;recapture;;0;4;NA;27;3;1965;NA;NA;;K;;NA;NA;125;;NA;NA;NA;NA;NA;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   281109;recapture;;0;4;NA;27;3;1965;NA;NA;;;;NA;NA;124;;NA;NA;NA;75;41;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   281196;;;1;6;NA;12;2;1966;NA;NA;;Obergurgel Bundessportheim;;NA;NA;123.5;;NA;NA;NA;75.5;40;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292322;;;1;4;NA;20;1;1966;NA;NA;;K;;NA;NA;125;;NA;NA;NA;78;45.2;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292358;first capture;;1;5;NA;20;1;1966;NA;NA;;Obergurgel Bundessportheim;;NA;NA;124;;NA;NA;NA;74;43;NA;NA;11.2;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292359;first capture;;1;5;NA;20;1;1966;NA;NA;;Obergurgel Bundessportheim;;NA;NA;123.5;;NA;NA;NA;72.5;42.5;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292360;first capture;;1;6;NA;28;2;1966;NA;NA;;K;;NA;NA;123;;NA;NA;NA;76;53;NA;NA;11.8;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292369;first capture;;1;6;NA;10;2;1966;NA;NA;;P (F);;NA;NA;125;;NA;NA;NA;79.5;41.6;NA;NA;12.1;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292370;first capture;;1;5;NA;10;2;1966;NA;NA;;P (F);;NA;NA;122;;NA;NA;NA;75;46.1;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292370;recapture;;1;5;NA;17;3;1966;NA;NA;;F;;NA;NA;NA;;NA;NA;NA;NA;43.7;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292371;first capture;;1;6;NA;10;2;1966;NA;NA;;F;;NA;NA;124;;NA;NA;NA;78;45.2;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292372;first capture;;1;6;NA;10;2;1966;NA;NA;;F;;NA;NA;127;;NA;NA;NA;79.4;50.4;NA;NA;12.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292373;first capture;;1;6;NA;10;2;1966;NA;NA;;F;;NA;NA;124.5;;NA;NA;NA;78;49;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292373;recapture;;1;6;NA;17;11;1966;NA;NA;;P W;;NA;NA;126;;NA;NA;NA;79;43.4;NA;NA;11.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292374;;;1;6;NA;12;2;1966;NA;NA;;Obergurgel Bundessportheim;;NA;NA;128;;NA;NA;NA;78.5;42;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292375;;;1;4;NA;16;4;1966;NA;NA;;UE H;;NA;NA;NA;;NA;NA;NA;NA;37;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292375;recapture;;1;6;NA;16;4;1966;NA;NA;;LfeH;;NA;NA;NA;;NA;NA;NA;NA;37;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292375;;;1;6;NA;12;2;1966;NA;NA;;Obergurgel Bundessportheim;;NA;NA;124;;NA;NA;NA;76;40;NA;NA;12.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292376;;;2;5;NA;12;2;1966;NA;NA;;Obergurgel Bundessportheim;;NA;NA;118;;NA;NA;NA;68;40.5;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292377;;;1;6;NA;12;2;1966;NA;NA;;Obergurgel Bundessportheim;;NA;NA;121;;NA;NA;NA;73;39.8;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292378;;;1;6;NA;12;2;1966;NA;NA;;Obergurgel Bundessportheim;;NA;NA;126;;NA;NA;NA;76;42.5;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292380;;;1;5;NA;12;2;1966;NA;NA;;Obergurgel Bundessportheim;;NA;NA;120;;NA;NA;NA;74.5;40.4;NA;NA;11.8;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292385;;;1;4;NA;30;3;1966;NA;NA;;K;;NA;NA;NA;;NA;NA;NA;NA;42;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292385;;;1;6;NA;24;2;1966;NA;NA;;P W;;NA;NA;123.5;;NA;NA;NA;76;40.5;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292386;recapture;;1;6;NA;14;3;1967;NA;NA;;P. Gi.;;NA;NA;126;;NA;NA;NA;79.9;41.5;NA;NA;11.4;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292386;;;1;6;NA;24;2;1966;NA;NA;;P W;;NA;NA;127;;NA;NA;NA;78.8;40.8;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292387;recapture;;1;6;NA;7;12;1966;NA;NA;;K;;NA;NA;127;;NA;NA;NA;79;53.5;NA;NA;11.9;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292387;;;1;5;NA;24;2;1966;NA;NA;;P W;;NA;NA;125;;NA;NA;NA;76.5;41.9;NA;NA;11.9;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292388;;;1;6;NA;9;2;1967;NA;NA;;P. Gi.;;NA;NA;122.5;;NA;NA;NA;77.6;43;NA;NA;11.2;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292388;;;0;5;NA;24;2;1966;NA;NA;;P W;;NA;NA;120.5;;NA;NA;NA;74;39.5;NA;NA;11.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292388;recapture;;0;5;NA;17;3;1966;NA;NA;;;;NA;NA;NA;;NA;NA;NA;NA;39;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292389;;;1;6;NA;24;2;1966;NA;NA;;P W;;NA;NA;127;;NA;NA;NA;81;47.7;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292390;;;1;5;NA;24;2;1966;NA;NA;;P W;;NA;NA;123;;NA;NA;NA;75;47.8;NA;NA;11.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292391;;;1;5;NA;24;2;1966;NA;NA;;P W;;NA;NA;122;;NA;NA;NA;75;44.5;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292392;;;2;5;NA;24;2;1966;NA;NA;;P W;;NA;NA;116;;NA;NA;NA;69.9;42.8;NA;NA;11.9;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292393;;;1;6;NA;24;2;1966;NA;NA;;P W;;NA;NA;121;;NA;NA;NA;75;41;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292394;recapture;;0;4;NA;17;3;1966;NA;NA;;;;NA;NA;NA;;NA;NA;NA;NA;33.7;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292394;;;0;4;NA;24;2;1966;NA;NA;;P W;;NA;NA;121;;NA;NA;NA;74;NA;NA;NA;11;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
G   292442;;;1;5;NA;14;3;1967;NA;NA;;P. Gi.;;NA;NA;NA;;NA;NA;NA;NA;42.3;NA;NA;11.2;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331509;;;1;6;NA;12;3;1966;NA;NA;;P W St. Joh I;;NA;NA;122.5;;NA;NA;NA;75;42;NA;NA;11.3;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331511;;;1;6;NA;12;3;1966;NA;NA;;P W St Joh III;;NA;NA;123.5;;NA;NA;NA;79;42.3;NA;NA;12.4;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331512;;;1;5;NA;12;3;1966;NA;NA;;P W St. Joh II;;NA;NA;122;;NA;NA;NA;75.6;45.5;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331513;;;1;6;NA;12;3;1966;NA;NA;;P W St Joh III;;NA;NA;125;;NA;NA;NA;74;45.8;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331514;;;1;6;NA;12;3;1966;NA;NA;;P W St Joh III;;NA;NA;123.5;;NA;NA;NA;77;37.3;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331515;;;1;6;NA;12;3;1966;NA;NA;;P W St Joh I;;NA;NA;120;;NA;NA;NA;75;40;NA;NA;11.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331516;;;1;6;NA;12;3;1966;NA;NA;;P W St Joh III;;NA;NA;129;;NA;NA;NA;79;41.2;NA;NA;11.3;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331517;;;2;6;NA;12;3;1966;NA;NA;;P W St. Joh I;;NA;NA;119.5;;NA;NA;NA;72.5;36.5;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331518;;;1;6;NA;12;3;1966;NA;NA;;P W St. Joh I;;NA;NA;122.5;;NA;NA;NA;76;29;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331519;;;1;4;NA;12;3;1966;NA;NA;;P W St. Joh II;;NA;NA;121.5;;NA;NA;NA;75.8;36;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331520;;;2;5;NA;12;3;1966;NA;NA;;P W St. Joh II;;NA;NA;113;;NA;NA;NA;67;34.5;NA;NA;11.9;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331521;;;1;4;NA;29;3;1966;NA;NA;;P W;;NA;NA;NA;;NA;NA;NA;NA;38;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331521;;;2;4;NA;17;3;1966;NA;NA;;P W;;NA;NA;120;;NA;NA;NA;74;35.2;NA;NA;10.8;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331522;;;2;4;NA;17;3;1966;NA;NA;;P W;;NA;NA;118;;NA;NA;NA;73;40;NA;NA;11.2;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331523;;;2;4;NA;17;3;1966;NA;NA;;P W;;NA;NA;118;;NA;NA;NA;69;38.5;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331524;;;1;6;NA;17;3;1966;NA;NA;;P W;;NA;NA;125;;NA;NA;NA;77;45.5;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331525;;;2;5;NA;17;3;1966;NA;NA;;P W;;NA;NA;114;;NA;NA;NA;71.5;38.9;NA;NA;11.8;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331526;;;1;6;NA;17;3;1966;NA;NA;;P W;;NA;NA;126;;NA;NA;NA;77.5;39.3;NA;NA;11.8;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331528;;;1;6;NA;17;3;1966;NA;NA;;P W;;NA;NA;126;;NA;NA;NA;78;44.3;NA;NA;11;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331529;;;1;4;NA;17;3;1966;NA;NA;;P W;;NA;NA;121;;NA;NA;NA;73.5;41;NA;NA;10.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331530;;;2;5;NA;17;3;1966;NA;NA;;P W;;NA;NA;118.5;;NA;NA;NA;71;38.5;NA;NA;11;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331531;;;1;5;NA;17;3;1966;NA;NA;;P W;;NA;NA;122;;NA;NA;NA;77;43;NA;NA;11.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331532;;;1;6;NA;17;3;1966;NA;NA;;P W;;NA;NA;123;;NA;NA;NA;76.5;41.5;NA;NA;11.8;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331535;;;1;6;NA;23;3;1966;NA;NA;;H. M.;;NA;NA;126;;NA;NA;NA;78;40;NA;NA;11.8;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331536;;;1;6;NA;23;3;1966;NA;NA;;H. M.;;NA;NA;126;;NA;NA;NA;79;39.7;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331537;;;1;6;NA;23;3;1966;NA;NA;;H. M.;;NA;NA;126;;NA;NA;NA;76.8;41.8;NA;NA;NA;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331538;;;2;6;NA;23;3;1966;NA;NA;;H. M.;;NA;NA;120;;NA;NA;NA;72.3;38;NA;NA;11.8;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331539;;;1;6;NA;23;3;1966;NA;NA;;H. M.;;NA;NA;125;;NA;NA;NA;77.5;41.2;NA;NA;11.2;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331540;;;2;4;NA;24;3;1966;NA;NA;;LtE-H;;NA;NA;120.5;;NA;NA;NA;75;41.6;NA;NA;12.1;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331541;;;1;4;NA;24;3;1966;NA;NA;;LtE-H;;NA;NA;124;;NA;NA;NA;76;39;NA;NA;11;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331542;;;1;6;NA;24;3;1966;NA;NA;;LtE-H;;NA;NA;125.5;;NA;NA;NA;78.5;41.4;NA;NA;13;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331543;;;2;5;NA;24;3;1966;NA;NA;;LtE-H;;NA;NA;116;;NA;NA;NA;NA;40.6;NA;NA;11;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331544;;;2;6;NA;24;3;1966;NA;NA;;LtE-H;;NA;NA;118;;NA;NA;NA;74;39;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331545;;;2;5;NA;24;3;1966;NA;NA;;LtE-H;;NA;NA;118;;NA;NA;NA;70;41.2;NA;NA;12.1;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331547;;;1;5;NA;24;3;1966;NA;NA;;LtE-H;;NA;NA;122;;NA;NA;NA;76;39.5;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331548;;;1;5;NA;24;3;1966;NA;NA;;LtE-H;;NA;NA;120;;NA;NA;NA;73;38.4;NA;NA;11.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331549;;;2;5;NA;25;3;1966;NA;NA;;LtE-H;;NA;NA;122.3;;NA;NA;NA;74.5;36.9;NA;NA;11.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331550;;;1;6;NA;25;3;1966;NA;NA;;LtE-H;;NA;NA;124;;NA;NA;NA;76.5;38;NA;NA;11.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331551;;;2;6;NA;25;3;1966;NA;NA;;LtE-H;;NA;NA;119.3;;NA;NA;NA;72.8;38.8;NA;NA;12.2;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331552;;;1;6;NA;29;3;1966;NA;NA;;P W;;NA;NA;126;;NA;NA;NA;77;39;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331555;;;1;4;NA;29;3;1966;NA;NA;;P W;;NA;NA;123;;NA;NA;NA;77.8;41.5;NA;NA;10.8;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331556;;;2;5;NA;29;3;1966;NA;NA;;P W;;NA;NA;116.5;;NA;NA;NA;68;37;NA;NA;11.6;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331557;;;0;4;NA;29;3;1966;NA;NA;;P W;;NA;NA;119.5;;NA;NA;NA;71;41;NA;NA;11.3;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331558;;;1;4;NA;29;3;1966;NA;NA;;P W;;NA;NA;122.5;;NA;NA;NA;74.6;42;NA;NA;11.6;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331559;;;2;6;NA;29;3;1966;NA;NA;;P W;;NA;NA;117.5;;NA;NA;NA;70.1;38;NA;NA;11.4;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331560;;;1;6;NA;29;3;1966;NA;NA;;P W;;NA;NA;125;;NA;NA;NA;76.5;42.8;NA;NA;11.9;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331561;;;1;6;NA;29;3;1966;NA;NA;;P W;;NA;NA;124;;NA;NA;NA;77;41.5;NA;NA;11.6;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331562;;;1;4;NA;30;3;1966;NA;NA;;K;;NA;NA;119.5;;NA;NA;NA;71.5;38.5;NA;NA;12;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331563;;;1;5;NA;29;3;1966;NA;NA;;P W;;NA;NA;122;;NA;NA;NA;74;40;NA;NA;11.6;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331564;;;1;5;NA;30;3;1966;NA;NA;;K;;NA;NA;121.5;;NA;NA;NA;73;39.9;NA;NA;11.3;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331565;;;1;5;NA;30;3;1966;NA;NA;;K;;NA;NA;120.5;;NA;NA;NA;72;44;NA;NA;12.5;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331570;;;1;5;NA;14;4;1966;NA;NA;;SH;;NA;NA;121;;NA;NA;NA;74;39;NA;NA;11.9;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331571;;;1;5;NA;14;4;1966;NA;NA;;SH;;NA;NA;120.5;;NA;NA;NA;74.5;38.9;NA;NA;11;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
H   331583;;;2;5;NA;29;3;1966;NA;NA;;P W;;NA;NA;116.5;;NA;NA;NA;69.3;39.2;NA;NA;11.2;NA;NA;Ambros Aichhorn;;Ambros Aichhorn;;NA
J3noring;first capture;nestbox;0;1;21;28;7;2018;14;NA;;Jenatschhütte;Jenatsch3_18;775349;155678;91;;NA;NA;22.8;NA;36.5;NA;NA;NA;NA;NA;CS;;SOI;;NA
LM55101;first capture;nestbox;0;1;11;22;6;2017;14;NA;;Passo Gavia, chiesetta vicino al Rifugio Berni;PassoGavia5_17;NA;NA;31.5;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55102;first capture;nestbox;0;1;11;22;6;2017;14;NA;;Passo Gavia, chiesetta vicino al Rifugio Berni;PassoGavia5_17;NA;NA;31.5;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55103;first capture;nestbox;0;1;11;22;6;2017;14;NA;;Passo Gavia, chiesetta vicino al Rifugio Berni;PassoGavia5_17;NA;NA;32;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55104;first capture;nestbox;0;1;11;22;6;2017;14;NA;;Passo Gavia, chiesetta vicino al Rifugio Berni;PassoGavia5_17;NA;NA;27.5;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55105;first capture;nestbox;0;1;8;22;6;2017;17;NA;;Passo Stelvio, hotel abbandonato davanti al Pirovano;PassoStelvio17_17;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55106;first capture;nestbox;0;1;8;22;6;2017;17;NA;;Passo Stelvio, hotel abbandonato davanti al Pirovano;PassoStelvio17_17;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55107;first capture;nestbox;0;1;8;22;6;2017;17;NA;;Passo Stelvio, hotel abbandonato davanti al Pirovano;PassoStelvio17_17;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55108;first capture;nestbox;0;1;8;22;6;2017;17;NA;;Passo Stelvio, hotel abbandonato davanti al Pirovano;PassoStelvio17_17;NA;NA;NA;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55109;first capture;nestbox;0;1;17;22;6;2017;18;NA;;Passo Stelvio, torretta malga;PassoStelvio7_17;NA;NA;47.5;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55110;first capture;nestbox;0;1;17;22;6;2017;18;NA;;Passo Stelvio, torretta malga;PassoStelvio7_17;NA;NA;48.5;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55111;first capture;nestbox;0;1;17;22;6;2017;18;NA;;Passo Stelvio, torretta malga;PassoStelvio7_17;NA;NA;47;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55112;first capture;nestbox;0;1;17;22;6;2017;18;NA;;Passo Stelvio, torretta malga;PassoStelvio7_17;NA;NA;47.5;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55113;first capture;nestbox;0;1;6;22;6;2017;19;NA;;Passo Stelvio, terza casa cantoniera;PassoStelvio6_17;NA;NA;43;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55114;first capture;nestbox;0;1;6;22;6;2017;19;NA;;Passo Stelvio, terza casa cantoniera;PassoStelvio6_17;NA;NA;39;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55115;first capture;nestbox;0;1;6;22;6;2017;19;NA;;Passo Stelvio, terza casa cantoniera;PassoStelvio6_17;NA;NA;37;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
LM55116;first capture;nestbox;0;1;6;22;6;2017;19;NA;;Passo Stelvio, terza casa cantoniera;PassoStelvio6_17;NA;NA;39;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;DavideScridel;;DavideScridel;;NA
N    65456;first capture;mistnet;2;4;NA;5;6;2015;NA;NA;;Furkapass, Wallis;;672965;158629;116;;NA;91;NA;NA;39.6;0;2;NA;NA;NA;Jaime Resano;;Swiss Ornithological Institute;;NA
